koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err2,koi_impact,koi_duration,koi_depth,koi_depth_err2,koi_model_snr,koi_srad,koi_srad_err2,dec
FALSE POSITIVE,,1,0,0,0,260.31119904,,,3.23,,,,,,39.532299
FALSE POSITIVE,,1,0,0,0,574.37064,-0.02463,0.7455,11.89,227.6,-22.9,12.0,1.905,-0.749,39.510571
FALSE POSITIVE,,1,0,0,0,253.87706,-0.01621,0.3892,11.18,265.6,-31.3,5.7,1.086,-0.108,39.562302
FALSE POSITIVE,,1,0,0,0,523.36921,-0.001343,1.0046,1.007,9918.0,-1844.0,8.4,0.913,-0.079,39.567131
FALSE POSITIVE,,1,0,0,0,80.292171,-0.004097,0.0606,1.936,158.6,-47.1,6.0,1.049,-0.104,40.813019
FALSE POSITIVE,0.0,0,1,1,0,1.049406508,-2.286e-06,0.112,3.0072,447.5,-8.7,61.3,13.417,-2.642,40.822639
FALSE POSITIVE,0.0,0,1,1,0,3.58957045,-1.119e-05,0.002,3.418,1221.2,-64.8,53.6,0.746,-0.062,40.864239
FALSE POSITIVE,0.0,0,1,0,1,2.40435325,-4.758e-05,1.202,6.825,349.6,-18.3,23.3,1.0,,40.87804
FALSE POSITIVE,,1,0,0,0,37.078668,-0.00134,0.5101,4.403,147.4,-29.3,6.9,0.65,-0.05,40.968391
FALSE POSITIVE,,1,0,0,0,228.196872,-0.004917,0.5034,3.525,145.3,-23.3,6.9,1.138,-0.158,40.92783
FALSE POSITIVE,0.0,0,1,0,0,44.714450094,-2.617e-06,1.032,5.7615,90230.0,-27.1,2629.0,0.941,-0.102,42.26086
FALSE POSITIVE,0.0,0,1,0,1,40.8801539,-0.0009918,0.016,5.472,395.8,-46.0,10.0,0.469,-0.035,42.38184
FALSE POSITIVE,0.006,1,0,0,0,25.166806,-0.005097,0.65,2.111,1350.0,-257.0,7.2,0.704,-0.072,43.626709
FALSE POSITIVE,,1,0,0,0,323.972022,-0.002453,0.6528,1.25,462.0,-100.0,8.7,1.302,-0.255,42.390179
FALSE POSITIVE,0.0,0,1,0,0,1.752562808,-5.2e-08,0.545,6.1245,368000.0,-77.7,5494.6,1.795,-0.797,42.390888
FALSE POSITIVE,0.0,1,0,1,0,45.5827119,-0.0005386,0.253,3.193,76.5,-9.5,9.6,2.715,-1.162,37.81876
FALSE POSITIVE,0.061,0,0,1,0,1.89140138,-9.728e-05,1.222,9.52,557.6,-52.7,12.4,0.952,-0.103,37.882172
FALSE POSITIVE,0.0,0,1,1,1,6.70258007,-4.26e-05,1.237,4.632,859.0,-43.7,23.0,13.652,-3.46,37.8535
FALSE POSITIVE,0.0,0,0,1,0,6.2095391,-0.0001124,0.308,2.752,47.9,-6.6,8.3,46.169,-1.454,37.814678
FALSE POSITIVE,0.0,1,0,0,0,363.17077,-0.0271,0.008,28.26,384.6,-27.3,20.9,4.842,-2.296,43.677078
FALSE POSITIVE,,1,0,0,0,615.16033,-0.01768,0.1544,3.958,267.1,-63.7,5.4,2.711,-0.777,37.857128
FALSE POSITIVE,0.0,0,0,0,1,1.89124738,-4.987e-05,0.452,4.697,410.0,-30.8,17.4,0.589,-0.051,37.910721
FALSE POSITIVE,0.0,0,1,1,1,1.89125883,-2.781e-05,0.013,4.656,274.5,-21.9,15.3,14.894,-0.507,37.948009
FALSE POSITIVE,,1,0,0,0,362.1273,-0.01648,0.0924,6.719,1098.0,-191.0,6.5,0.513,-0.05,39.631908
FALSE POSITIVE,,1,0,0,0,353.36705,-0.01621,0.2481,3.279,34.1,-6.5,7.0,4.35,-1.944,39.651348
FALSE POSITIVE,0.001,0,0,1,0,4.750256809,-8.45e-06,0.727,1.9278,395.1,-10.9,42.7,5.753,-1.275,39.647079
FALSE POSITIVE,0.0,1,0,0,0,623.005238,-0.0001445,0.895,23.5615,140330.0,-69.4,2386.6,1.207,-0.223,39.63649
FALSE POSITIVE,,1,0,0,0,45.41810604,,,5.3,,,,,,39.716808
FALSE POSITIVE,0.0,0,1,0,1,1.878877205,-5.82e-07,1.005,5.8768,104030.0,-235.0,525.4,1.999,-0.325,39.77375
FALSE POSITIVE,0.0,1,0,0,0,0.938857507,-1.15e-07,1.217,3.98767,12960.0,-16.1,962.6,27.676,-4.673,39.802509
FALSE POSITIVE,,1,0,0,0,287.46579664,,,9.06,,,,,,40.954361
FALSE POSITIVE,,1,0,0,0,32.245486,-0.001872,0.2216,13.86,93.6,-8.7,10.0,1.208,-0.24,40.903992
FALSE POSITIVE,,1,0,1,0,142.20400109,,,3.0,,,,,,41.07925
FALSE POSITIVE,,1,0,0,0,149.237142,-0.002931,0.0847,2.503,772.0,-162.0,6.9,0.812,-0.062,41.027618
FALSE POSITIVE,,1,0,0,0,501.51698,-0.01701,0.0768,3.809,487.0,-77.9,6.9,0.906,-0.1,41.082241
FALSE POSITIVE,,1,0,0,0,357.77096,-0.01451,0.1056,12.999,216.3,-28.6,9.7,0.981,-0.134,41.069221
FALSE POSITIVE,,1,0,0,0,531.33282,-0.0123,0.3099,3.702,669.0,-126.0,7.1,1.022,-0.095,41.099899
FALSE POSITIVE,0.0,1,0,1,0,396.048721,-0.006433,0.978,16.376,931.8,-29.2,39.4,2.882,-0.875,42.121441
FALSE POSITIVE,,1,0,0,0,326.370361,-0.005347,0.4924,4.526,568.8,-44.0,13.7,9.343,-2.972,42.183128
FALSE POSITIVE,,1,0,0,0,148.666527,-0.002936,0.2782,4.353,319.4,-80.6,8.6,3.87,-1.388,42.169941
FALSE POSITIVE,,1,0,0,0,163.104677,-0.003791,0.575,2.129,576.0,-126.0,6.0,1.04,-0.121,42.158611
FALSE POSITIVE,0.0,0,1,0,1,1.10656965,-1.42e-05,0.263,1.669,86.4,-14.1,8.4,1.165,-0.133,42.150551
FALSE POSITIVE,0.0,0,1,0,0,46.270524872,-2.584e-06,0.859,8.93033,66244.0,-22.7,4607.4,1.072,-0.121,42.112869
FALSE POSITIVE,,1,0,0,0,13.4256161,-0.0003027,0.5971,11.781,142.3,-10.9,12.5,1.332,-0.225,42.132999
FALSE POSITIVE,,1,0,0,0,590.44065,-0.03236,0.2858,7.55,125.7,-27.1,6.9,1.417,-0.256,42.114891
FALSE POSITIVE,,1,0,0,0,28.88008607,,,1.35,,,,,,37.916828
FALSE POSITIVE,0.0,0,1,1,1,2.858879267,-5.926e-06,1.262,2.3753,644.5,-20.4,37.1,16.274,-6.391,37.96777
FALSE POSITIVE,,1,0,0,0,241.647602,-0.002188,0.0404,1.742,361.7,-72.1,5.6,0.989,-0.104,38.086399
FALSE POSITIVE,,1,0,0,0,528.07962334,,,3.49,,,,,,38.003052
FALSE POSITIVE,0.0,1,0,0,0,25.2218929,,,14.84,,,,,,38.000259
FALSE POSITIVE,,1,0,0,0,105.52127462,,,2.52,,,,,,38.082241
FALSE POSITIVE,0.0,0,1,0,0,420.92920358,-8.628e-05,1.033,17.3985,86013.0,-57.1,1740.2,1.197,-0.192,38.119572
FALSE POSITIVE,,1,0,0,0,393.946106,-0.005322,0.9691,6.012,747.5,-67.3,10.9,4.622,-0.479,39.816689
FALSE POSITIVE,,1,0,0,0,194.896925,-0.003912,0.5298,2.504,557.4,-99.7,8.8,3.706,-0.789,39.85696
FALSE POSITIVE,,1,0,0,0,471.95076253,,,5.03,,,,,,39.836239
FALSE POSITIVE,,1,0,0,0,101.928291,-0.001673,0.1628,2.171,243.5,-59.1,6.3,1.11,-0.181,39.851849
FALSE POSITIVE,,1,0,0,0,379.63135,-0.01486,0.1257,16.78,1036.2,-90.4,13.8,0.527,-0.026,39.88398
CONFIRMED,0.988,0,0,0,0,287.377314,-0.002487,0.015,18.821,4376.9,-84.0,60.4,1.793,-0.488,39.886539
FALSE POSITIVE,,1,0,0,0,367.72767,-0.006233,0.2729,3.104,926.0,-182.0,5.8,0.657,-0.049,41.02478
FALSE POSITIVE,0.0,1,0,0,1,4.20601251,-9.936e-05,0.304,6.82,106.7,-11.4,10.7,0.79,-0.097,41.080181
FALSE POSITIVE,0.0,0,1,0,0,4.18236124,-1.979e-06,0.809,6.70175,193980.0,-87.0,2666.0,1.166,-0.197,41.112469
FALSE POSITIVE,,1,0,0,0,186.59466,-0.01555,0.1328,16.57,685.0,-99.3,8.8,1.013,-0.098,41.157532
FALSE POSITIVE,0.0,0,0,1,0,7.87173698,-8.992e-05,0.001,2.619,34.7,-3.6,10.8,0.94,-0.153,41.185001
FALSE POSITIVE,1.0,0,1,0,0,7.155547398,-7.802e-06,0.883,4.5711,2568.8,-25.2,124.6,8.052,-4.84,42.234798
FALSE POSITIVE,,1,0,0,0,63.024229,-0.002915,0.0223,5.77,294.6,-60.0,6.1,0.887,-0.062,42.237282
FALSE POSITIVE,,0,0,0,0,506.771836,-0.009906,0.1643,10.535,195.2,-17.4,15.0,1.283,-0.309,42.296021
FALSE POSITIVE,,1,0,0,0,57.1143966,-0.0009836,0.1765,2.182,268.8,-56.0,5.9,1.106,-0.132,38.190529
FALSE POSITIVE,,1,0,0,0,485.91276,-0.01563,0.598,2.42,1368.0,-379.0,7.0,0.937,-0.084,38.29966
FALSE POSITIVE,0.0,0,0,1,1,20.5311708,-0.0004546,0.547,5.67,284.6,-34.9,9.8,0.805,-0.063,38.2906
FALSE POSITIVE,0.0,0,1,1,0,2.31164074,-1.051e-05,0.252,2.317,488.7,-24.8,24.6,18.427,-6.918,38.372292
FALSE POSITIVE,0.0,0,1,0,0,21.92866538,-1.096e-05,0.931,9.7526,22178.0,-52.2,664.6,3.028,-0.443,39.877972
FALSE POSITIVE,,1,0,0,0,545.54618,-0.01399,0.4307,6.944,177.7,-20.5,9.0,1.476,-0.374,39.9454
FALSE POSITIVE,0.0,0,1,0,0,1.928420823,-3.192e-06,0.818,3.8253,191240.0,-530.0,438.3,1.326,-0.248,39.950661
FALSE POSITIVE,,1,0,0,0,328.84846,-0.02947,0.5355,5.45,901.0,-208.0,6.0,0.724,-0.054,39.993919
FALSE POSITIVE,,1,0,0,0,125.95781975,,,8.63,,,,,,41.248539
FALSE POSITIVE,,1,0,0,0,426.34444,-0.02321,0.032,14.139,90.2,-10.4,9.7,1.394,-0.326,41.27457
FALSE POSITIVE,,1,0,0,0,256.846143,-0.002845,99.85,6.289,1706.0,-110.0,14.9,4.329,-1.474,41.22184
FALSE POSITIVE,0.0,1,0,0,0,146.931518,-0.004532,0.99,23.78,257.0,-13.7,19.3,1.135,-0.116,41.223728
FALSE POSITIVE,,1,0,1,0,309.19347,-0.04091,0.1186,23.51,1445.0,-268.0,6.5,0.819,-0.064,42.42207
FALSE POSITIVE,0.0,0,1,0,0,1.541530919,-2.608e-06,0.759,4.8691,213260.0,-395.0,601.5,1.937,-0.458,42.430149
FALSE POSITIVE,,1,0,0,0,122.713036,-0.004663,0.5737,3.999,290.7,-96.1,6.5,1.009,-0.097,42.402779
FALSE POSITIVE,,1,0,0,0,25.50236699,,,1.8,,,,,,42.547058
FALSE POSITIVE,,1,0,0,0,290.625016,-0.007059,0.0854,4.411,147.6,-14.2,10.3,2.409,-1.286,42.563271
FALSE POSITIVE,0.0,0,1,0,0,2.945414866,-6.75e-06,0.002,2.702,968.7,-46.2,47.5,12.927,-1.538,38.36573
FALSE POSITIVE,,1,0,0,0,232.822285,-0.002089,1.2469,0.99,22617.0,-6381.0,8.8,0.966,-0.086,38.36454
FALSE POSITIVE,,1,0,0,0,146.355097,-0.003975,0.0515,5.034,820.0,-150.0,6.0,0.29,-0.05,38.49255
FALSE POSITIVE,0.0,0,1,1,0,0.523493764,-8.78e-07,0.083,0.9015,54.0,-3.0,23.5,2.455,-0.854,38.464378
FALSE POSITIVE,,1,0,0,0,514.14221,-0.02747,0.1024,4.153,1491.0,-362.0,5.8,0.78,-0.06,38.446381
FALSE POSITIVE,0.0,0,1,0,0,26.737139497,-7.18e-07,0.734,4.68919,53516.0,-17.7,4731.1,1.155,-0.151,39.925739
FALSE POSITIVE,,1,0,0,0,310.61299,-0.01022,0.1879,2.562,920.0,-220.0,6.5,1.001,-0.097,39.902229
FALSE POSITIVE,,1,0,0,0,461.1417,-0.008529,0.0046,3.875,382.0,-49.1,9.4,3.698,-0.118,39.924927
FALSE POSITIVE,0.0,0,0,1,0,0.987069622,,0.2,1.0092,384.8,,2.5,1.223,-0.132,39.97628
FALSE POSITIVE,,1,0,0,0,329.71491,-0.08238,0.0651,12.11,337.0,-132.0,6.0,0.758,-0.064,40.071369
FALSE POSITIVE,0.0,0,0,0,1,1.23708565,-4.689e-05,1.222,5.743,803.8,-17.8,55.3,1.324,-0.267,40.010529
FALSE POSITIVE,,1,0,0,0,498.24938,-0.01564,0.1282,8.73,522.6,-60.8,11.8,6.334,-1.569,41.24197
FALSE POSITIVE,0.0,1,0,0,0,1.573020098,-4.133e-06,1.184,15.574,292.2,-2.2,195.5,1.449,-0.142,41.219921
FALSE POSITIVE,1.0,0,1,0,0,1.534679933,-1.611e-06,0.108,1.7237,456.6,-8.3,64.6,8.834,-3.262,41.296391
FALSE POSITIVE,,1,0,0,0,71.59889,-0.05874,0.6496,10.53,654.0,-208.0,5.7,1.662,-0.53,41.233978
FALSE POSITIVE,,1,0,0,0,77.66967809,,,3.01,,,,,,38.54882
FALSE POSITIVE,0.0,0,1,0,0,2.976012511,-1.43e-07,0.444,6.52033,449090.0,-70.4,3630.4,1.08,-0.127,38.51368
FALSE POSITIVE,0.0,0,1,0,0,1.606003121,-4.6e-08,0.496,4.88602,402550.0,0.0,4679.3,5.059,-0.68,38.593071
FALSE POSITIVE,,1,0,0,0,61.438007,-0.001169,0.754,3.861,253.0,-36.1,9.0,8.527,-2.385,38.50367
FALSE POSITIVE,,1,0,0,0,147.863607,-0.002313,0.2482,1.948,560.0,-107.0,6.6,0.867,-0.056,40.055641
FALSE POSITIVE,,1,0,0,0,586.91711807,,,5.32,,,,,,40.011101
FALSE POSITIVE,,1,0,0,0,19.545185,-0.007481,0.5474,1.597,40.2,-19.3,5.4,1.16,-0.174,40.052898
FALSE POSITIVE,,1,0,0,0,215.044269,-0.005671,0.121,3.517,351.1,-59.8,8.7,1.02,-0.151,40.00787
FALSE POSITIVE,0.0,0,1,1,0,1.174683069,-1.119e-06,0.98,2.5167,356.4,-6.1,87.5,1.143,-0.212,40.075298
FALSE POSITIVE,,1,0,0,0,33.2948005,-0.0004703,0.03,2.997,215.7,-37.9,6.6,0.989,-0.095,41.35582
FALSE POSITIVE,,0,0,0,0,476.39752,-0.03404,0.2293,12.13,287.8,-28.7,11.1,1.064,-0.114,41.320229
FALSE POSITIVE,,1,0,0,0,231.364508,-0.004013,0.6598,4.747,1488.0,-233.0,9.2,0.604,-0.048,38.564781
FALSE POSITIVE,,1,0,0,0,106.779168,-0.001192,0.0246,1.905,163.0,-28.3,6.3,1.494,-0.267,38.624229
FALSE POSITIVE,1.0,0,0,1,0,12.5748872,-0.0002383,0.035,3.549,731.0,-103.0,7.8,0.387,-0.044,38.697578
FALSE POSITIVE,,1,0,0,0,484.172005,-0.008306,0.3737,4.566,518.2,-55.6,11.3,1.04,-0.101,38.673439
FALSE POSITIVE,,1,0,1,0,277.77499,-0.03693,0.6035,7.07,1078.0,-185.0,9.2,0.73,-0.071,38.6866
FALSE POSITIVE,,1,0,0,0,561.08191,-0.04662,0.4298,14.94,229.1,-46.3,9.8,1.258,-0.233,38.617329
FALSE POSITIVE,0.0,0,1,0,0,28.615014,-0.001873,0.505,24.74,70.5,-6.2,13.5,1.987,-0.55,40.031841
FALSE POSITIVE,0.0,0,1,1,0,3.017155419,-5.322e-06,1.231,13.3898,1381.8,-7.9,223.5,1.302,-0.382,40.166668
FALSE POSITIVE,0.0,1,0,0,0,94.818136,,,83.31,,,,,,40.145741
FALSE POSITIVE,,1,0,0,0,52.6727624,-0.0007862,0.1764,3.039,248.0,-41.8,6.7,1.038,-0.088,40.182991
FALSE POSITIVE,,1,0,0,0,34.4886903,-0.0003847,0.5544,1.22,59.9,-16.1,6.3,0.886,-0.089,40.117939
FALSE POSITIVE,0.0,0,1,0,0,2.6228301,-9.2e-08,0.488,7.29719,409710.0,-95.0,5312.7,0.988,-0.122,40.157082
FALSE POSITIVE,,1,0,0,0,222.068928,-0.003325,0.1522,1.938,643.0,-168.0,6.7,12.042,-3.766,40.1544
FALSE POSITIVE,0.0,1,0,1,1,0.56493398,-2.47e-07,1.26,2.4385,2067.0,-14.6,166.0,0.898,-0.169,41.39183
FALSE POSITIVE,,1,0,1,0,246.12174,-0.01673,67.193,18.0,6847.0,-988.0,9.2,1.0,,41.300774
FALSE POSITIVE,,1,0,0,0,159.05846,-0.01275,0.7004,10.08,194.3,-34.0,6.3,1.033,-0.113,41.366531
FALSE POSITIVE,,1,0,0,0,419.21314,-0.0192,0.9597,6.385,2084.0,-218.0,9.6,1.0,,41.456196
FALSE POSITIVE,,1,0,0,0,350.98474,-0.04173,0.0886,14.49,600.0,-73.2,10.8,0.816,-0.071,41.483501
FALSE POSITIVE,,1,0,0,0,298.4688,-0.003751,0.1765,3.748,315.4,-33.0,10.6,6.491,-1.776,41.402222
FALSE POSITIVE,,1,0,0,0,43.22793081,,,1.39,,,,,,38.617439
FALSE POSITIVE,,1,0,0,0,528.10984,-0.05238,0.2535,18.01,89.8,-12.1,8.4,0.811,-0.063,38.630859
FALSE POSITIVE,,1,0,0,0,63.12379762,,,1.87,,,,,,38.707802
FALSE POSITIVE,,1,0,0,0,358.54455552,,,11.46,,,,,,38.77953
FALSE POSITIVE,0.0,1,0,0,1,119.669671,-0.006829,0.332,20.67,421.9,-32.6,14.2,1.059,-0.122,38.740528
FALSE POSITIVE,,1,0,0,0,598.31791,-0.04373,0.5712,16.07,283.2,-44.1,8.3,0.735,-0.057,38.71133
FALSE POSITIVE,,1,0,0,0,18.40783671,,,1.55,,,,,,40.116482
FALSE POSITIVE,,0,1,0,0,250.4858,-0.02284,0.3157,12.72,674.6,-99.6,13.2,0.814,-0.057,40.14069
FALSE POSITIVE,0.0,1,0,0,0,401.38712,-0.01471,0.666,32.21,166.2,-10.3,18.6,1.498,-0.313,40.147171
FALSE POSITIVE,,1,0,0,0,49.312677,-0.004203,0.5998,4.057,1713.0,-333.0,6.6,0.666,-0.063,40.208111
FALSE POSITIVE,,1,0,0,0,288.94276,-0.01534,0.2515,11.43,160.6,-24.2,6.7,0.827,-0.108,40.21331
FALSE POSITIVE,0.0,0,1,0,0,273.6857427,-0.0004591,1.006,8.3881,15350.0,-90.4,202.3,1.65,-0.353,41.413071
FALSE POSITIVE,,1,0,0,0,28.1117095,-0.000291,0.1158,1.689,119.4,-19.7,6.5,1.0,,41.471107
FALSE POSITIVE,0.0,0,1,0,0,17.745456135,-7.919e-06,1.049,4.0678,80258.0,-342.0,272.2,2.216,-1.101,41.428589
FALSE POSITIVE,,1,0,0,0,603.3102,-0.01152,0.3142,8.025,517.9,-51.4,11.9,1.125,-0.124,41.446011
CONFIRMED,1.0,0,0,0,0,7.20281185,-1.274e-05,0.028,2.8305,1832.6,-42.4,49.4,0.717,-0.074,41.576729
FALSE POSITIVE,,1,0,0,0,36.4772788,-0.000978,0.5298,2.092,463.0,-146.0,5.8,0.755,-0.072,41.574451
FALSE POSITIVE,,1,0,0,0,249.61377295,,,3.2,,,,,,38.79491
FALSE POSITIVE,,1,0,0,0,399.49671,-0.02031,0.0814,5.351,139.3,-39.3,6.9,1.177,-0.165,38.820068
FALSE POSITIVE,0.0,0,0,1,0,251.958533,-0.004104,0.005,4.742,204.1,-15.1,15.3,0.985,-0.077,38.8339
FALSE POSITIVE,,1,0,0,0,389.169027,-0.005426,0.2117,3.759,513.3,-61.7,7.7,6.918,-1.704,40.203629
FALSE POSITIVE,0.0,0,1,0,0,18.78970984,-2.581e-05,1.172,4.13997,40789.0,-96.0,488.7,0.884,-0.118,40.242409
FALSE POSITIVE,0.0,0,0,1,0,0.915782856,-8.886e-06,1.209,2.24,301.0,-50.1,7.7,1.333,-0.273,40.205929
FALSE POSITIVE,0.928,0,1,0,0,0.66882716,-2.386e-05,0.514,1.069,68.2,-16.4,6.2,150.091,-76.199,40.265339
FALSE POSITIVE,0.0,0,1,0,0,43.5428781,-0.0004621,0.984,3.6768,5447.0,-124.0,52.1,1.427,-0.29,40.310322
FALSE POSITIVE,0.0,1,0,1,1,3.72273683,-6.979e-05,0.52,8.552,37.8,-3.1,14.7,0.819,-0.039,41.578609
FALSE POSITIVE,0.0,1,0,1,1,3.7229369,-0.0001429,0.896,10.57,65.2,-4.7,18.6,0.48,-0.035,41.549751
FALSE POSITIVE,0.0,0,0,0,1,1.80455062,-1.68e-05,0.348,2.166,39.7,-3.7,12.5,1.019,-0.133,41.582321
FALSE POSITIVE,,1,0,0,0,10.1955065,-0.0001044,0.5396,2.447,221.4,-35.4,7.0,0.666,-0.059,41.606091
FALSE POSITIVE,0.0,0,1,0,0,3.66115536,-9.441e-05,0.676,14.807,34.3,-1.5,27.8,1.308,-0.233,41.696701
CONFIRMED,0.0,0,0,0,0,267.282521,-0.00481,0.378,7.788,471.9,-26.9,19.3,0.662,-0.027,45.349861
CONFIRMED,0.992,0,0,0,0,16.9348104,-0.000199,0.471,3.408,346.3,-34.5,11.5,0.706,-0.061,41.33564
FALSE POSITIVE,,1,0,0,0,225.43420422,,,13.02,,,,,,38.846802
FALSE POSITIVE,0.0,0,0,1,1,1.540399732,-7.306e-06,0.106,1.63,57.6,-5.0,14.8,0.784,-0.088,38.960941
FALSE POSITIVE,0.0,0,0,1,1,1.540389045,-2.59e-06,0.136,1.8325,485.7,-11.9,48.6,15.155,-5.838,38.936481
FALSE POSITIVE,0.0,0,0,1,1,1.540393027,-1.504e-06,0.343,1.75,526.2,-24.1,72.1,0.946,-0.16,38.913261
FALSE POSITIVE,0.136,0,0,1,0,0.888045184,-3.153e-06,0.491,2.1961,90.6,-4.2,26.6,2.087,-0.618,38.917721
FALSE POSITIVE,0.946,0,1,0,0,43.9311596,-1.532e-05,0.855,12.9395,9304.4,-11.5,1070.3,5.132,-1.507,40.335838
FALSE POSITIVE,,1,0,0,0,494.62409,-0.02558,0.4064,8.36,307.0,-118.0,6.0,0.604,-0.069,40.337379
FALSE POSITIVE,,1,0,0,0,110.75214125,,,2.09,,,,,,40.326302
FALSE POSITIVE,,1,0,0,0,121.1825045,,,2.97,,,,,,40.3092
FALSE POSITIVE,0.0,0,1,0,0,78.60436061,-4.636e-06,0.828,4.65559,78104.0,-42.8,2384.6,0.985,-0.125,40.339882
FALSE POSITIVE,,1,0,0,0,294.202469,-0.009874,0.0219,2.36,248.2,-58.6,5.2,1.635,-0.411,40.347881
FALSE POSITIVE,,1,0,0,0,588.10504,-0.02914,0.3168,15.474,326.6,-36.7,11.0,0.965,-0.1,41.627548
FALSE POSITIVE,,1,0,0,0,116.170346,-0.001681,0.6637,2.656,435.2,-88.6,6.0,0.762,-0.055,41.602459
FALSE POSITIVE,,1,0,0,0,452.30053,-0.01505,0.6613,5.918,809.0,-135.0,7.7,0.766,-0.054,41.634289
FALSE POSITIVE,,1,0,0,0,39.5931053,-0.0006153,0.0044,2.306,156.6,-42.3,5.7,0.972,-0.089,41.659611
FALSE POSITIVE,0.0,0,0,1,1,1.55935718,-1.018e-05,0.568,2.892,49.7,-3.2,17.9,1.9,-0.66,41.624859
FALSE POSITIVE,,1,0,0,0,100.629443,-0.001865,0.0726,1.708,355.7,-89.9,4.7,0.921,-0.077,41.652641
FALSE POSITIVE,,1,0,0,0,273.169948,-0.004221,0.3259,2.701,283.3,-47.0,6.2,1.65,-0.546,41.778519
CONFIRMED,0.94,0,0,0,0,14.5123622,-0.000284,0.927,4.163,355.8,-35.0,11.8,0.87,-0.075,44.900021
FALSE POSITIVE,0.0,1,0,0,0,1.434200327,-6.33e-06,1.208,5.968,3097.3,-94.3,39.1,1.501,-0.603,39.267059
FALSE POSITIVE,0.0,0,1,0,0,8.653098686,-3.789e-06,1.11,3.9071,60715.0,-269.0,262.6,1.501,-0.603,39.267059
FALSE POSITIVE,0.0,1,0,0,0,2.302365255,-3.006e-06,1.1,23.88,62160.0,-239.0,468.4,1.229,-0.254,40.003002
FALSE POSITIVE,0.0,0,0,1,0,0.575445783,,0.144,0.8463,29.3,,3.2,2.396,-0.885,43.69495
FALSE POSITIVE,0.0,1,0,0,0,214.715417,-0.001426,0.981,34.146,5211.2,-43.0,161.3,5.826,-1.832,42.32272
FALSE POSITIVE,0.0,0,1,1,0,23.0295222,-0.0002012,1.173,7.96,548.2,-23.4,27.7,0.959,-0.12,40.08799
FALSE POSITIVE,0.0,1,0,0,1,359.04147,-0.02106,1.28,14.04,3658.0,-394.0,11.2,0.696,-0.064,38.996101
FALSE POSITIVE,0.0,0,1,0,0,0.52363021,-2.5e-08,0.549,3.45121,367100.0,-245.0,1948.2,0.745,-0.088,38.974411
FALSE POSITIVE,0.791,0,0,1,0,0.523632451,-3.622e-06,0.738,1.99,8.1,-0.8,13.9,3.518,-1.701,38.970661
FALSE POSITIVE,,0,0,0,0,492.25299,-0.01105,0.226,5.077,372.7,-42.4,11.6,0.936,-0.089,38.926491
FALSE POSITIVE,0.0,0,1,0,0,293.5056071,-0.0007301,1.341,3.4075,6824.0,-158.0,51.0,1.006,-0.126,38.907421
FALSE POSITIVE,,1,0,0,1,25.95247,-0.001077,0.4398,12.945,80.8,-9.4,16.4,1.679,-0.27,38.95528
FALSE POSITIVE,0.001,0,0,1,0,4.34573349,-3.576e-05,0.512,2.246,73.5,-11.1,9.7,0.976,-0.125,38.944839
FALSE POSITIVE,,1,0,0,0,484.58335927,,,3.2,,,,,,40.324478
FALSE POSITIVE,,1,0,0,0,288.285213,-0.006879,0.0503,5.343,378.1,-35.9,11.5,1.127,-0.154,40.392319
FALSE POSITIVE,,1,0,0,0,19.93826636,,,1.77,,,,,,40.46011
FALSE POSITIVE,,1,0,0,0,491.08027,-0.02564,0.4169,7.42,335.6,-72.1,7.9,0.997,-0.138,40.448051
FALSE POSITIVE,0.0,0,1,0,0,3.350209754,-7.62e-07,9.666,4.43333,28325.0,-46.9,671.1,1.501,-0.238,40.400421
FALSE POSITIVE,,1,0,0,0,628.592314,-0.009239,0.8176,3.603,393.7,-53.5,7.6,3.117,-0.713,40.422009
FALSE POSITIVE,,1,0,0,0,471.37787,-0.05813,0.0666,16.91,102.9,-22.0,12.2,1.305,-0.274,40.479488
FALSE POSITIVE,,1,0,0,0,425.22927,-0.01294,0.1812,6.76,829.0,-166.0,6.4,0.492,-0.05,41.715858
FALSE POSITIVE,,1,0,0,0,606.91488768,,,5.96,,,,,,41.741772
FALSE POSITIVE,0.0,0,0,1,1,5.24331899,-9.245e-05,0.778,11.137,106.8,-5.7,20.1,0.735,-0.057,41.7173
CONFIRMED,0.958,0,0,0,0,47.0320478,-0.0007193,0.161,5.892,367.8,-31.2,13.7,1.055,-0.165,48.831772
FALSE POSITIVE,0.0,0,1,1,0,10.31453308,-1.882e-05,1.276,3.6641,2004.1,-33.3,71.6,0.837,-0.103,40.069801
FALSE POSITIVE,0.001,0,0,1,0,15.52861675,-6.9e-05,0.113,2.131,500.0,-34.0,17.3,0.882,-0.086,42.65678
FALSE POSITIVE,0.0,0,1,0,0,53.501860974,-5.789e-06,0.431,5.25334,456780.0,-418.0,1363.9,0.748,-0.061,50.863491
FALSE POSITIVE,0.0,1,0,0,0,10.692230094,-7.05e-07,0.528,5.46939,376650.0,-188.0,2402.0,0.941,-0.097,48.042782
FALSE POSITIVE,0.0,0,0,1,0,1.60375114,-1.079e-05,0.54,1.498,51.0,-6.5,9.4,1.116,-0.257,43.663319
FALSE POSITIVE,0.134,0,0,1,0,15.7397651,-0.0002605,0.077,3.297,287.7,-30.9,11.2,0.723,-0.072,48.699551
