koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err2,koi_impact,koi_duration,koi_depth,koi_depth_err2,koi_model_snr,koi_srad,koi_srad_err2,dec
CONFIRMED,0.999,0,0,0,0,2.053341891,-7.397e-06,0.966,2.596,65.5,-3.2,23.2,1.358,-0.239,48.251141
CONFIRMED,0.992,0,0,0,0,56.7769831,-0.0003333,0.703,6.864,884.3,-28.4,33.6,1.012,-0.108,46.141178
CONFIRMED,1.0,0,0,0,0,18.78429232,-7.633e-05,0.658,3.1136,1009.5,-48.3,23.8,0.641,-0.03,45.842972
CONFIRMED,0.749,0,0,0,0,3.61460279,-2.833e-05,0.516,3.227,64.8,-4.9,14.9,1.391,-0.258,41.305389
CONFIRMED,0.989,0,0,0,0,13.15140223,-7.976e-05,0.872,5.439,97.8,-4.4,25.5,1.636,-0.339,47.88612
CONFIRMED,0.999,0,0,0,0,18.5084526,-0.0001311,1.258,6.596,758.9,-28.7,30.1,0.938,-0.094,38.309601
FALSE POSITIVE,0.0,0,1,1,0,7.47763833,-2.891e-05,0.012,2.5693,110.0,-4.7,26.2,1.953,-0.631,43.758179
CONFIRMED,0.999,0,0,0,0,42.1918331,-0.0003561,0.067,7.083,488.7,-21.7,25.7,1.08,-0.15,46.3409
CONFIRMED,0.999,0,0,0,0,3.73090026,-1.5e-05,0.822,2.9095,191.2,-9.2,24.0,0.95,-0.047,45.151581
CONFIRMED,0.998,0,0,0,0,2.787874175,-9.773e-06,0.153,2.0348,197.4,-10.7,22.2,1.727,-0.987,49.532711
CONFIRMED,1.0,0,0,0,0,37.9962369,-0.0001515,0.023,6.7751,403.7,-11.0,37.8,1.191,-0.189,39.949108
CONFIRMED,1.0,0,0,0,0,17.23232894,-3.566e-05,0.395,4.5568,509.8,-8.6,64.1,1.216,-0.179,42.78196
CONFIRMED,1.0,0,0,0,0,28.5057217,-0.0002837,0.695,6.324,755.8,-40.5,20.8,0.87,-0.086,38.89222
CONFIRMED,0.971,0,0,0,0,53.5991459,-0.0004142,0.658,6.811,523.1,-25.3,23.1,1.032,-0.107,46.965988
CONFIRMED,1.0,0,0,0,0,16.4581861,-5.977e-05,0.108,1.9637,435.8,-23.4,22.4,0.884,-0.042,49.872471
CONFIRMED,0.997,0,0,0,0,0.693842661,-1.62e-06,0.195,1.6197,49.3,-2.1,28.9,1.196,-0.279,46.00565
CONFIRMED,0.526,0,0,0,0,83.4887405,-0.0005889,0.42,6.21,955.4,-40.5,24.7,0.94,-0.099,48.281368
CONFIRMED,1.0,0,0,0,0,34.0607677,-0.0001372,0.786,2.471,818.9,-44.5,20.5,0.94,-0.099,48.281368
CONFIRMED,0.997,0,0,0,0,31.5888979,-0.0001211,0.194,3.438,360.6,-15.6,27.3,1.367,-0.256,46.075802
CONFIRMED,0.859,0,0,0,0,59.9809868,-0.0004696,0.918,7.588,282.4,-11.7,25.2,1.383,-0.252,47.398689
CONFIRMED,0.995,0,0,0,0,25.7457957,-0.0003212,0.661,7.073,140.3,-7.9,19.3,1.383,-0.252,47.398689
CONFIRMED,1.0,0,0,0,0,11.92979348,-6.659e-05,0.003,6.152,709.3,-28.1,27.8,0.921,-0.092,51.478291
CONFIRMED,1.0,0,0,0,0,4.3394569,-1.07e-05,0.821,2.3652,337.4,-12.3,31.6,1.013,-0.139,50.670399
CONFIRMED,1.0,0,0,0,0,2.852348262,-2.926e-06,0.295,0.7051,1402.9,-59.1,33.3,0.433,-0.052,37.891258
CONFIRMED,0.485,0,0,0,0,65.6480892,-0.0005494,0.949,5.746,588.7,-30.9,22.0,1.246,-0.219,47.878448
FALSE POSITIVE,0.0,1,0,0,0,102.653705,-0.002773,1.184,53.5887,687.3,-15.6,82.1,1.698,-0.485,48.198849
CONFIRMED,1.0,0,0,0,0,14.83340944,-8.043e-05,0.399,3.927,783.0,-47.6,19.1,0.904,-0.064,39.57288
FALSE POSITIVE,0.001,0,0,1,0,0.987338654,-4.243e-06,0.002,2.591,26.5,-1.2,25.0,1.896,-0.603,45.110222
CONFIRMED,1.0,0,0,0,0,101.1323475,-0.0005876,0.057,4.366,1502.9,-61.9,25.7,1.016,-0.108,38.088181
FALSE POSITIVE,0.0,0,0,1,1,1.811460943,-3.797e-06,0.971,5.065,428.5,-9.4,83.9,1.008,-0.179,45.239979
CONFIRMED,1.0,0,0,0,0,16.07673148,-6.456e-05,0.108,2.205,488.0,-29.6,19.3,0.971,-0.1,47.101768
CONFIRMED,1.0,0,0,0,0,18.87058705,-6.734e-05,0.878,3.4701,588.0,-23.6,28.5,0.949,-0.101,38.31855
CONFIRMED,0.994,0,0,0,0,22.1334224,-0.0001092,0.025,2.049,654.6,-48.0,16.3,0.702,-0.052,41.305592
CONFIRMED,1.0,0,0,0,0,17.1369408,-0.0001314,0.03,6.416,362.1,-16.2,25.4,1.077,-0.128,43.148041
CONFIRMED,0.993,0,0,0,0,26.6951944,-0.0002607,0.136,4.576,132.6,-10.6,13.4,1.216,-0.179,42.78196
CONFIRMED,1.0,0,0,0,0,7.72085047,-2.08e-05,0.963,1.8264,267.0,-12.7,25.0,1.177,-0.186,42.648289
CONFIRMED,1.0,0,0,0,0,6.312508525,-5.263e-06,0.029,2.7455,1286.0,-12.9,112.5,0.571,-0.093,39.33913
CONFIRMED,1.0,0,0,0,0,4.19577385,-1.568e-05,0.521,2.1557,874.2,-45.0,23.3,1.005,-0.177,39.085991
CONFIRMED,0.983,0,0,0,0,7.1329472,-3.635e-05,0.612,4.368,145.0,-5.9,27.2,1.307,-0.256,42.265011
CONFIRMED,0.972,0,0,0,0,8.91901228,-5.078e-05,0.619,4.141,180.6,-6.7,29.6,1.307,-0.256,42.265011
CONFIRMED,0.944,0,0,0,0,4.5620407,-1.624e-05,0.925,2.8521,81.6,-4.0,22.8,2.506,-0.87,40.352551
FALSE POSITIVE,0.0,0,0,1,0,2.392630668,-6.41e-06,0.909,1.3705,101.5,-5.8,20.5,1.091,-0.147,45.004539
CONFIRMED,1.0,0,0,0,0,17.6700291,-0.0001226,0.932,6.693,348.4,-15.0,25.0,1.247,-0.209,40.731979
CONFIRMED,1.0,0,0,0,0,108.593113,-0.00113,0.007,7.989,338.2,-15.4,24.3,0.921,-0.115,45.689388
CONFIRMED,1.0,0,0,0,0,19.9865916,-0.0001286,0.962,4.391,648.0,-35.2,21.8,1.238,-0.247,48.098412
CONFIRMED,0.959,0,0,0,0,12.12580644,-7.963e-05,0.805,3.289,327.5,-25.3,14.0,1.238,-0.247,48.098412
CONFIRMED,0.994,0,0,0,0,76.421501,-0.001323,0.015,7.218,578.4,-28.9,23.9,1.19,-0.216,40.14283
CONFIRMED,1.0,0,0,0,0,56.2590881,-0.00028,0.026,8.114,348.8,-12.0,29.7,1.191,-0.189,39.949108
CONFIRMED,0.997,0,0,0,0,1.646801683,-3.512e-06,0.129,1.1966,284.2,-14.0,25.2,0.513,-0.038,44.107651
CONFIRMED,0.996,0,0,0,0,3.78861833,-2.285e-05,0.183,2.808,143.4,-9.7,18.2,1.04,-0.122,47.946781
CONFIRMED,1.0,0,0,0,0,10.45839865,-5.78e-05,0.009,3.154,306.8,-19.3,18.6,0.747,-0.04,49.47998
CONFIRMED,0.998,0,0,0,0,21.1033014,-7.289e-05,0.125,2.059,192.5,-10.9,21.3,1.126,-0.105,45.335178
CONFIRMED,0.99,0,0,0,0,95.6114617,-0.000863,0.046,7.489,487.4,-24.0,21.6,1.081,-0.061,41.203651
CONFIRMED,0.951,0,0,0,0,11.8984948,-0.0001417,0.836,3.015,130.9,-12.2,15.9,1.307,-0.256,42.265011
CONFIRMED,0.997,0,0,0,0,23.1274171,-0.0001567,0.737,4.901,157.3,-8.6,20.9,1.066,-0.097,42.4505
CONFIRMED,1.0,0,0,0,0,5.132486123,-9.634e-06,0.217,1.4575,908.4,-31.0,35.4,0.578,-0.027,49.19006
CONFIRMED,1.0,0,0,0,0,8.77997349,-3.19e-05,0.481,3.2201,755.7,-26.6,32.7,0.764,-0.058,40.953892
CONFIRMED,0.981,0,0,0,0,57.6896212,-0.0003545,0.924,5.118,1626.6,-57.2,30.2,1.049,-0.134,42.19635
CONFIRMED,0.995,0,0,0,0,10.66489514,-4.548e-05,0.308,3.159,292.6,-13.1,25.3,1.021,-0.133,49.130428
CONFIRMED,1.0,0,0,0,0,5.1233204,-2.06e-05,0.308,2.7466,286.2,-13.3,25.1,0.982,-0.116,42.720711
CONFIRMED,1.0,0,0,0,0,3.573202801,-9e-07,0.053,2.88,2975.0,-9.7,362.1,1.08,-0.174,38.927959
CONFIRMED,0.997,0,0,0,0,61.6174528,-0.0003573,0.091,3.816,1350.7,-80.5,19.5,0.931,-0.053,39.40345
CONFIRMED,1.0,0,0,0,0,24.3398202,-0.0001434,0.928,3.891,777.3,-30.0,27.8,1.466,-0.326,41.309361
CONFIRMED,0.984,0,0,0,0,7.16520428,-2.673e-05,0.142,1.705,433.8,-29.0,17.6,1.103,-0.128,40.283249
CONFIRMED,0.999,0,0,0,0,1.755843555,-4.915e-06,0.893,1.9425,386.0,-18.0,25.1,0.829,-0.075,45.86618
CONFIRMED,1.0,0,0,0,0,5.18560081,-2.084e-05,0.012,4.054,252.6,-10.0,27.6,1.471,-0.247,39.877239
CONFIRMED,1.0,0,0,0,0,33.4698571,-0.0002208,0.876,4.749,370.7,-17.9,23.2,1.094,-0.183,39.52282
CONFIRMED,1.0,0,0,0,0,11.89520436,-5.391e-05,0.067,3.433,184.3,-9.7,22.3,0.992,-0.097,46.057629
CONFIRMED,1.0,0,0,0,0,1.025857984,-1.051e-06,0.779,0.8069,270.7,-10.2,36.0,0.847,-0.055,42.65176
CONFIRMED,1.0,0,0,0,0,5.60013327,-2.032e-05,0.046,2.6508,329.2,-16.0,22.8,0.978,-0.124,48.009312
CONFIRMED,0.407,0,0,0,0,25.2034128,-0.0001369,0.168,4.515,697.1,-35.7,22.3,0.921,-0.092,43.89658
CONFIRMED,0.949,0,0,0,0,1.615357809,-2.324e-06,0.931,1.1435,499.6,-20.7,31.2,0.486,-0.047,48.89962
CONFIRMED,1.0,0,0,0,0,5.640676975,-3.725e-06,0.033,2.8354,1453.3,-11.4,145.9,1.216,-0.183,41.730209
CONFIRMED,1.0,0,0,0,0,25.5638626,-0.0001273,0.85,4.685,1124.9,-39.1,31.6,1.049,-0.134,42.19635
CONFIRMED,1.0,0,0,0,0,12.7945474,-2.615e-05,0.18,3.4197,816.7,-16.4,54.1,0.571,-0.093,39.33913
CONFIRMED,0.974,0,0,0,0,42.4269647,-0.0003313,0.962,5.907,632.4,-37.7,26.0,1.013,-0.133,44.525841
CONFIRMED,0.998,0,0,0,0,1.434745129,-3.371e-06,0.108,1.862,200.7,-8.3,28.4,1.064,-0.09,43.67075
CONFIRMED,0.993,0,0,0,0,3.28192056,-1.276e-05,0.223,2.917,191.0,-8.9,24.5,1.162,-0.143,49.084438
CONFIRMED,1.0,0,0,0,0,12.51610549,-8.369e-05,0.023,4.853,263.0,-12.4,22.6,1.162,-0.143,49.084438
CONFIRMED,0.897,0,0,0,0,5.45298742,-1.82e-05,0.879,2.1328,86.0,-4.4,21.0,0.842,-0.033,45.38435
CONFIRMED,0.961,0,0,0,0,3.26662733,-1.395e-05,0.623,2.056,59.9,-3.6,18.6,0.842,-0.033,45.38435
CONFIRMED,1.0,0,0,0,0,4.45743267,-1.71e-05,0.175,2.3226,175.7,-9.7,20.8,0.612,-0.052,43.525639
CONFIRMED,0.895,0,0,0,0,2.81814715,-1.09e-05,0.305,1.763,278.6,-19.0,16.5,0.787,-0.043,48.51157
FALSE POSITIVE,0.0,0,1,1,1,1.824649,-1.103e-06,0.901,4.2285,3218.5,-21.5,184.3,0.793,-0.095,40.155209
CONFIRMED,0.989,0,0,0,0,2.832647249,-8.329e-06,0.374,2.306,114.7,-4.7,27.5,1.272,-0.207,51.27562
CONFIRMED,0.994,0,0,0,0,3.70063251,-1.772e-05,0.71,5.408,68.6,-2.6,29.8,1.404,-0.49,40.792721
CONFIRMED,0.97,0,0,0,0,3.93083997,-2.033e-05,0.222,2.932,101.4,-5.3,22.0,1.191,-0.186,48.75914
CONFIRMED,0.995,0,0,0,0,7.63008196,-4.221e-05,0.628,2.78,124.0,-7.3,18.6,1.191,-0.186,48.75914
CONFIRMED,0.993,0,0,0,0,16.22378479,-7.758e-05,0.413,2.5462,262.3,-14.5,20.6,0.925,-0.07,38.145271
CONFIRMED,0.991,0,0,0,0,9.76293284,-4.683e-05,0.499,3.064,553.2,-27.1,23.6,0.816,-0.095,45.788921
CONFIRMED,0.919,0,0,0,0,58.601926,-0.0005788,0.392,5.522,396.4,-24.0,19.1,1.019,-0.112,47.112659
CONFIRMED,0.816,0,0,0,0,25.0823402,-0.0001207,0.865,6.423,244.6,-8.8,30.5,1.262,-0.274,41.420158
CONFIRMED,0.995,0,0,0,0,78.0998908,-0.0006627,0.528,8.422,656.9,-30.5,23.8,1.284,-0.215,38.26704
CONFIRMED,0.98,0,0,0,0,4.27103727,-1.505e-05,0.02,2.2759,180.4,-8.7,24.6,0.906,-0.093,41.36512
CONFIRMED,0.649,0,0,0,0,4.27226421,-2.236e-05,0.744,2.113,48.9,-3.9,13.7,0.842,-0.033,45.38435
CONFIRMED,0.996,0,0,0,0,3.53232429,-2.29e-05,0.299,2.765,224.2,-20.0,12.8,0.956,-0.048,49.261292
FALSE POSITIVE,0.0,0,1,1,1,15.03946326,-1.112e-05,0.902,5.1008,5237.7,-38.6,181.6,1.441,-0.307,40.150341
FALSE POSITIVE,0.0,0,1,0,0,4.702495974,-3.202e-06,1.303,2.3421,4787.3,-55.7,101.1,0.878,-0.102,38.956341
CONFIRMED,1.0,0,0,0,0,10.44087398,-5.113e-05,0.914,3.743,821.5,-40.5,22.2,0.981,-0.141,39.201408
CONFIRMED,0.991,0,0,0,0,12.5722897,-0.000195,0.252,4.765,86.5,-8.3,12.4,1.169,-0.142,40.54718
CONFIRMED,0.983,0,0,0,0,40.8366307,-0.0003848,0.363,4.956,264.8,-16.3,18.7,0.925,-0.083,40.572392
FALSE POSITIVE,0.0,0,0,1,1,11.7761073,-7.357e-05,0.829,2.829,281.3,-21.6,15.1,0.689,-0.058,48.348999
FALSE POSITIVE,0.0,1,0,0,0,29.7123181,-0.0003109,1.202,70.3707,385.4,-7.1,130.0,1.921,-0.563,49.993069
CONFIRMED,0.993,0,0,0,0,20.6180348,-0.0001382,0.155,3.267,769.5,-52.1,16.3,0.576,-0.036,49.962269
CONFIRMED,0.952,0,0,0,0,19.9401211,-0.0001344,0.862,4.283,758.9,-47.1,18.0,0.763,-0.063,37.411369
CONFIRMED,0.991,0,0,0,0,22.2420032,-0.000246,0.897,7.532,63.5,-4.5,16.2,2.164,-0.601,40.086891
CONFIRMED,0.957,0,0,0,0,3.88148385,-3.403e-05,0.252,2.679,36.3,-3.6,11.9,0.979,-0.064,41.588928
CONFIRMED,1.0,0,0,0,0,0.577369336,-3.95e-07,0.032,1.0852,400.4,-7.3,68.3,0.716,-0.06,46.96629
FALSE POSITIVE,,1,0,0,0,186.65435483,,,10.51,,,,,,44.85783
CONFIRMED,1.0,0,0,0,0,12.720370263,-2.282e-06,0.787,2.7306,1180.1,-3.9,485.5,1.258,-0.059,39.487881
FALSE POSITIVE,,0,0,0,0,86.59322294,,,7.98,,,,,,44.85783
CONFIRMED,1.0,0,0,0,0,11.96407399,-5.738e-05,0.903,4.526,784.2,-38.8,22.9,0.961,-0.139,43.98571
FALSE POSITIVE,0.0,0,0,1,0,2.493237866,-9.349e-06,0.975,2.644,259.2,-14.3,20.7,4.131,-1.702,47.534691
CONFIRMED,1.0,0,0,0,0,12.90467523,-7.137e-05,0.553,3.28,412.4,-21.6,21.2,0.722,-0.038,38.363129
CONFIRMED,0.939,0,0,0,0,68.8861017,-0.0005576,0.241,5.925,143.9,-8.7,19.5,1.222,-0.27,47.637218
CONFIRMED,0.998,0,0,0,0,9.99115241,-5.857e-05,0.691,2.657,391.7,-25.5,16.7,0.796,-0.054,48.770039
CONFIRMED,0.987,0,0,0,0,36.292017,-0.0003443,0.002,8.198,374.7,-19.8,21.4,1.615,-0.346,42.726479
FALSE POSITIVE,0.0,0,1,0,0,0.925589891,-3.653e-06,0.616,1.967,400.8,-23.8,20.6,24.488,-2.566,42.468845
CONFIRMED,1.0,0,0,0,0,17.25121397,-1.814e-05,0.749,2.0371,2054.8,-33.2,68.6,0.537,-0.041,46.56654
FALSE POSITIVE,0.0,1,0,1,0,1.867281146,-8.228e-06,1.252,7.495,701.1,-14.4,58.5,1.025,-0.13,40.428478
CONFIRMED,1.0,0,0,0,0,9.30991834,-5.387e-05,0.551,3.455,114.5,-6.8,19.2,1.101,-0.126,42.035919
CONFIRMED,1.0,0,0,0,0,3.23941775,-1.603e-05,0.386,2.569,77.4,-5.2,17.2,0.858,-0.079,42.825619
CONFIRMED,0.97,0,0,0,0,2.524017517,-6.547e-06,0.077,1.1968,303.0,-19.2,19.8,0.871,-0.097,41.5905
CONFIRMED,1.0,0,0,0,0,31.2012202,-0.0003489,0.714,4.077,360.1,-28.6,13.7,0.722,-0.038,38.363129
CONFIRMED,0.972,0,0,0,0,22.5968256,-0.0002242,0.062,6.179,142.9,-7.1,22.2,1.104,-0.176,44.782871
CONFIRMED,0.973,0,0,0,0,45.3486381,-0.0004007,0.847,4.858,162.9,-11.0,15.9,1.104,-0.176,44.782871
CONFIRMED,1.0,0,0,0,0,5.25419589,-1.901e-05,0.007,2.9878,461.8,-20.8,26.1,0.987,-0.106,40.838821
CONFIRMED,1.0,0,0,0,0,5.90608902,-3.734e-05,0.025,2.409,340.7,-29.4,9.3,0.961,-0.1,45.683479
CONFIRMED,1.0,0,0,0,0,13.81504449,-2.515e-05,0.868,2.3244,1032.6,-26.1,46.7,0.509,-0.05,50.14679
CONFIRMED,0.974,0,0,0,0,12.4128518,-9.937e-05,0.711,4.298,108.1,-6.5,19.4,1.346,-0.238,44.68351
CONFIRMED,0.999,0,0,0,0,3.92453009,-1.673e-05,0.112,3.691,463.5,-20.8,25.3,0.849,-0.075,37.93457
CONFIRMED,1.0,0,0,0,0,11.60653061,-6.084e-05,0.024,2.194,771.7,-50.4,17.8,0.701,-0.041,38.297081
CONFIRMED,1.0,0,0,0,0,2.66831274,-1.026e-05,0.333,2.4141,266.2,-13.4,23.3,0.899,-0.077,45.62706
FALSE POSITIVE,0.001,0,0,1,0,2.9322509,-3.967e-05,0.457,2.931,181.2,-16.8,13.1,0.966,-0.095,47.503578
CONFIRMED,0.993,0,0,0,0,23.4772553,-0.0002525,0.013,6.735,141.4,-8.7,17.6,1.121,-0.151,40.365971
CONFIRMED,0.956,0,0,0,0,66.5576728,-0.0008992,0.254,10.532,214.2,-10.5,21.3,3.405,-1.161,45.384541
FALSE POSITIVE,0.001,0,0,1,0,2.01948607,-1.644e-05,0.977,5.248,275.4,-12.2,27.9,0.944,-0.113,50.828388
FALSE POSITIVE,0.0,0,0,1,1,3.04468229,-4.333e-05,0.623,5.951,71.4,-3.8,22.2,0.98,-0.196,45.517239
FALSE POSITIVE,,0,0,1,0,15.05028313,-7.567e-05,0.3125,1.848,615.2,-54.7,13.4,0.989,-0.081,50.575939
CONFIRMED,0.999,0,0,0,0,2.455240626,-1.11e-07,0.144,1.72722,36912.0,-33.7,1341.6,0.568,-0.038,41.06427
CONFIRMED,0.918,0,0,0,0,9.08233411,-4.318e-05,0.262,2.008,296.9,-21.8,15.8,0.788,-0.071,42.440319
FALSE POSITIVE,0.0,0,0,1,0,0.790539912,-1.233e-06,0.008,1.0567,277.3,-11.7,31.5,0.767,-0.074,46.90448
FALSE POSITIVE,0.0,0,0,1,1,1.705782214,-7.56e-06,0.709,1.007,278.0,-31.6,11.5,1.009,-0.175,49.049278
FALSE POSITIVE,0.0,1,0,1,0,0.532086296,-6.78e-07,1.199,4.023,495.8,-7.7,85.2,0.698,-0.051,41.311119
CONFIRMED,1.0,0,0,0,0,47.7052566,-0.0004697,0.918,5.959,1161.5,-58.9,22.8,0.672,-0.033,46.310692
CONFIRMED,1.0,0,0,0,0,6.238535444,-2.325e-06,0.008,3.5255,401.6,-1.7,274.5,1.258,-0.059,39.487881
CONFIRMED,0.937,0,0,0,0,86.829519,-0.00129,0.953,7.464,751.0,-57.2,15.1,0.463,-0.058,46.996712
CONFIRMED,0.998,0,0,0,0,9.95667035,-5.854e-05,0.949,3.534,586.8,-39.6,16.8,1.115,-0.157,41.711449
CONFIRMED,0.996,0,0,0,0,10.41728722,-6.695e-05,0.12,4.125,210.4,-11.4,20.3,1.151,-0.184,42.605659
CONFIRMED,1.0,0,0,0,0,0.984941669,-3.073e-06,0.045,1.9724,81.4,-4.1,22.9,1.662,-0.378,49.99474
CONFIRMED,1.0,0,0,0,0,0.663085361,-9.11e-07,0.841,1.1522,322.7,-11.5,35.3,0.767,-0.055,46.967682
CONFIRMED,1.0,0,0,0,0,19.1187425,-0.0001721,0.74,6.805,217.5,-12.1,20.5,1.463,-0.284,42.555241
FALSE POSITIVE,0.0,0,0,1,0,1.08749101,-1.729e-06,0.979,1.6192,126.4,-4.6,33.5,3.204,-1.287,40.326939
FALSE POSITIVE,0.0,0,0,1,0,1.183818383,-4.977e-06,0.17,1.393,84.3,-8.0,12.7,0.992,-0.11,46.867981
FALSE POSITIVE,0.0,0,0,1,1,4.98845099,-4.722e-05,0.041,7.453,193.9,-9.7,23.3,0.961,-0.142,46.623589
CONFIRMED,1.0,0,0,0,0,3.543919702,-4.494e-06,0.022,1.8717,507.0,-14.7,38.2,0.537,-0.041,46.56654
CONFIRMED,0.999,0,0,0,0,8.83929462,-4.929e-05,0.924,1.719,316.2,-25.8,14.8,0.87,-0.092,50.30806
FALSE POSITIVE,0.0,0,1,1,0,0.631795416,-1.293e-06,0.433,1.0703,145.2,-7.9,24.7,1.519,-0.27,37.864052
CONFIRMED,0.992,0,0,0,0,7.56126152,-4.257e-05,0.253,2.851,180.6,-13.5,15.7,0.895,-0.082,42.35561
CONFIRMED,0.985,0,0,0,0,34.9897847,-0.0003803,0.034,4.208,498.5,-47.2,11.5,0.521,-0.047,45.136589
CONFIRMED,0.983,0,0,0,0,7.05429483,-4.132e-05,0.48,1.716,359.3,-39.2,11.2,0.521,-0.047,45.136589
CONFIRMED,1.0,0,0,0,0,26.7838935,-0.0001582,0.036,4.584,365.3,-19.4,20.9,0.856,-0.046,49.102322
CONFIRMED,1.0,0,0,0,0,45.126216,-0.0004995,0.49,6.656,373.1,-25.1,17.1,1.169,-0.127,46.662209
CONFIRMED,0.986,0,0,0,0,11.94019101,-7.096e-05,0.348,2.866,631.7,-45.7,15.6,0.748,-0.049,51.375858
FALSE POSITIVE,0.0,0,0,1,1,3.51295674,-2.523e-05,0.499,3.06,83.1,-4.4,22.5,1.17,-0.165,50.24025
CONFIRMED,0.985,0,0,0,0,48.4313003,-0.0003548,0.846,4.03,886.4,-58.9,17.3,0.805,-0.056,48.806721
CONFIRMED,1.0,0,0,0,0,7.203855862,-5.921e-06,0.037,2.5418,1765.9,-19.2,101.1,0.539,-0.041,40.591789
CONFIRMED,0.922,0,0,0,0,6.73808701,-4.473e-05,0.148,2.591,92.9,-7.5,14.4,0.769,-0.04,41.208599
FALSE POSITIVE,0.0,0,0,1,0,7.57571414,-6.59e-05,0.413,2.357,418.5,-49.3,12.8,1.171,-0.132,40.728001
FALSE POSITIVE,0.0,0,1,1,0,4.76887671,-1.934e-05,0.654,1.672,115.8,-7.3,20.0,1.855,-0.59,40.726452
FALSE POSITIVE,1.0,0,1,0,0,1.347512632,-1.114e-06,1.252,1.9817,2651.8,-34.5,88.7,0.685,-0.072,44.119942
FALSE POSITIVE,0.0,0,0,1,1,0.512581697,-8.08e-07,0.283,1.5789,259.1,-7.1,45.2,0.82,-0.07,46.012402
FALSE POSITIVE,0.0,0,0,1,0,12.07760884,-8.498e-05,0.264,2.233,151.0,-13.2,14.0,0.845,-0.113,39.66798
FALSE POSITIVE,0.0,0,0,0,1,6.38315744,-2.353e-05,0.029,1.7075,1112.6,-56.1,23.8,0.714,-0.061,49.960892
CONFIRMED,1.0,0,0,0,0,27.52194772,-3.058e-05,0.35,4.047,2312.8,-24.1,106.5,0.511,-0.043,42.542629
CONFIRMED,1.0,0,0,0,0,16.1289679,-0.0001552,0.968,6.271,389.0,-21.1,21.3,1.087,-0.185,39.446911
CONFIRMED,0.978,0,0,0,0,13.5631157,-0.0001434,0.704,5.438,336.4,-25.2,15.4,0.895,-0.087,46.347252
CONFIRMED,0.894,0,0,0,0,16.2959916,-7.703e-05,0.213,2.116,369.6,-28.0,15.7,0.961,-0.086,46.945862
CONFIRMED,0.986,0,0,0,0,4.16056658,-2.577e-05,0.069,2.61,75.8,-5.5,16.3,0.815,-0.065,43.95396
FALSE POSITIVE,0.001,0,0,1,0,2.93101771,-2.302e-05,0.523,2.231,199.1,-16.3,15.0,0.788,-0.101,47.249882
CONFIRMED,0.997,0,0,0,0,39.79220077,-3.007e-05,0.019,4.466,610.4,-3.6,179.5,0.781,-0.031,44.518215
FALSE POSITIVE,0.0,0,1,1,1,16.2276756,-0.0001344,0.633,3.699,525.8,-31.9,20.5,0.883,-0.126,46.825298
FALSE POSITIVE,0.28,0,0,1,0,1.595630597,-5.088e-06,1.21,1.793,259.6,-17.5,18.3,0.729,-0.05,46.78616
CONFIRMED,1.0,0,0,0,0,14.8200596,-0.0001119,0.059,3.902,184.9,-10.3,21.9,0.732,-0.029,44.762959
CONFIRMED,0.96,0,0,0,0,20.49041,-0.0001751,0.011,4.369,661.8,-33.3,23.3,0.923,-0.088,43.936852
FALSE POSITIVE,0.0,0,1,1,1,0.962827066,-4.891e-06,1.079,4.48,86.3,-3.7,28.7,3.028,-1.147,40.643661
CONFIRMED,1.0,0,0,0,0,8.679037,-3.976e-05,0.224,2.864,301.6,-17.3,19.9,1.027,-0.143,42.213219
CONFIRMED,1.0,0,0,0,0,11.1296971,-9.103e-05,0.572,2.942,371.0,-30.0,14.7,0.964,-0.097,44.32526
CONFIRMED,0.999,0,0,0,0,2.7296036,-1.312e-05,0.509,2.721,145.6,-8.8,18.4,1.235,-0.175,46.718021
CONFIRMED,1.0,0,0,0,0,3.11604194,-1.188e-05,0.195,1.7763,345.2,-21.1,18.8,0.86,-0.059,48.5154
CONFIRMED,0.965,0,0,0,0,46.82767725,-9.794e-05,0.393,1.9033,1537.7,-52.9,32.4,0.537,-0.041,46.56654
CONFIRMED,1.0,0,0,0,0,12.7372371,-0.0001298,0.364,3.358,100.8,-9.4,12.9,0.868,-0.052,50.081089
CONFIRMED,0.984,0,0,0,0,40.0306267,-0.0003401,0.322,4.815,214.5,-12.8,19.5,1.373,-0.259,49.936131
CONFIRMED,1.0,0,0,0,0,0.679336747,-8.23e-07,0.209,1.2188,240.7,-7.7,36.7,0.913,-0.055,40.740131
FALSE POSITIVE,0.0,0,1,0,0,213.6103207,-0.000173,0.977,10.7643,110990.0,-242.0,534.5,0.845,-0.075,49.972301
FALSE POSITIVE,0.0,0,1,0,0,170.8658492,-0.000125,0.684,16.9895,29841.0,-40.3,897.0,1.324,-0.233,43.92374
FALSE POSITIVE,,0,0,0,0,17.5509742,-0.0003391,0.2023,4.064,3859.0,-530.0,9.7,1.0,,37.777481
CONFIRMED,0.82,0,0,0,0,88.5122014,-0.0002736,0.242,6.8214,2518.7,-43.3,63.1,0.945,-0.075,48.977402
FALSE POSITIVE,0.387,0,0,1,0,10.21507506,-8.238e-05,0.1,3.395,258.6,-17.4,17.4,0.95,-0.088,38.659061
FALSE POSITIVE,,0,0,0,0,8.3806973,-0.0001742,0.5317,3.028,650.8,-65.3,4.6,0.735,-0.058,45.298279
